date,hosp_First dose after 14 days,hosp_First dose within 14 days,hosp_Second dose after 14 days,hosp_Second dose within 14 days,hosp_Third dose after 14 days,hosp_Third dose within 14 days,hosp_Unvaccinated,icu_Second dose after 14 days,icu_Third dose after 14 days,icu_Third dose within 14 days,vax_dose 1,vax_dose 2,vax_dose 3,vax_dose 4,cum_sum_1,cum_sum_2,cum_sum_3,cum_sum_4
2021-01-01,0,1,0,0,0,0,730,0,0,0,1990,0,0,0,17198,0,0,0
2021-01-02,0,3,0,0,0,0,745,0,0,0,3238,0,0,0,20436,0,0,0
2021-01-03,1,3,0,0,0,0,748,0,0,0,3315,0,0,0,23751,0,0,0
2021-01-04,1,3,0,0,0,0,758,0,0,0,3466,4,0,0,27217,4,0,0
2021-01-05,1,2,0,0,0,0,736,0,0,0,4458,3,0,0,31675,7,0,0
2021-01-06,1,4,0,0,0,0,703,0,0,0,4559,170,0,0,36234,177,0,0
2021-01-07,1,4,0,0,0,0,675,0,0,0,3836,196,0,0,40070,373,0,0
2021-01-08,1,6,0,0,0,0,657,0,0,0,4193,386,0,0,44263,759,0,0
2021-01-09,1,7,0,0,0,0,633,0,0,0,2054,13,0,0,46317,772,0,0
2021-01-10,1,7,0,0,0,0,650,0,0,0,1934,5,0,0,48251,777,0,0
2021-01-11,1,11,0,0,0,0,654,0,0,0,5155,609,0,0,53406,1386,0,0
2021-01-12,1,10,0,0,0,0,644,0,0,0,4892,513,0,0,58298,1899,0,0
2021-01-13,1,10,0,0,0,0,622,0,0,0,7892,853,0,0,66190,2752,0,0
2021-01-14,2,10,0,0,0,0,627,0,0,0,6417,758,0,0,72607,3510,0,0
2021-01-15,2,9,0,0,0,0,607,0,0,0,7006,623,0,0,79613,4133,0,0
2021-01-16,2,12,0,0,0,0,582,0,0,0,4862,52,0,0,84475,4185,0,0
2021-01-17,3,16,0,0,0,0,579,0,0,0,3836,81,0,0,88311,4266,0,0
2021-01-18,4,17,0,0,0,0,582,0,0,0,1339,1025,0,0,89650,5291,0,0
2021-01-19,4,23,0,0,0,0,575,0,0,0,1867,1119,0,0,91517,6410,0,0
2021-01-20,5,27,0,0,0,0,549,0,0,0,458,1020,0,0,91975,7430,0,0
2021-01-21,5,27,0,0,0,0,523,0,0,0,276,1052,0,0,92251,8482,0,0
2021-01-22,5,23,0,0,0,0,506,0,0,0,193,982,0,0,92444,9464,0,0
2021-01-23,5,19,0,0,0,0,480,0,0,0,101,199,0,0,92545,9663,0,0
2021-01-24,5,20,0,0,0,0,463,0,0,0,40,413,0,0,92585,10076,0,0
2021-01-25,4,23,0,0,0,0,458,0,0,0,111,404,0,0,92696,10480,0,0
2021-01-26,5,23,0,0,0,0,438,0,0,0,200,1636,0,0,92896,12116,0,0
2021-01-27,5,28,0,0,0,0,422,0,0,0,202,1198,0,0,93098,13314,0,0
2021-01-28,6,30,0,0,0,0,417,0,0,0,252,2223,0,0,93350,15537,0,0
2021-01-29,6,30,0,0,0,0,410,0,0,0,235,966,0,0,93585,16503,0,0
2021-01-30,6,29,0,0,0,0,392,0,0,0,137,225,0,0,93722,16728,0,0
2021-01-31,8,31,0,0,0,0,381,0,0,0,78,78,0,0,93800,16806,0,0
2021-02-01,8,28,0,0,0,0,393,0,0,0,177,1177,0,0,93977,17983,0,0
2021-02-02,8,29,0,0,0,0,371,0,0,0,193,1701,0,0,94170,19684,0,0
2021-02-03,9,28,0,1,0,0,347,0,0,0,259,2866,0,0,94429,22550,0,0
2021-02-04,10,23,0,1,0,0,324,0,0,0,304,1528,0,0,94733,24078,0,0
2021-02-05,9,24,0,1,0,0,308,0,0,0,445,2341,0,0,95178,26419,0,0
2021-02-06,9,23,0,1,0,0,293,0,0,0,192,1567,0,0,95370,27986,0,0
2021-02-07,9,23,0,1,0,0,291,0,0,0,192,1950,0,0,95562,29936,0,0
2021-02-08,8,22,0,1,0,0,290,0,0,0,768,4667,0,0,96330,34603,0,0
2021-02-09,8,19,0,1,0,0,285,0,0,0,1451,4412,0,0,97781,39015,0,0
2021-02-10,8,18,0,1,0,0,266,0,0,0,1802,4854,0,0,99583,43869,0,0
2021-02-11,7,16,0,3,0,0,245,0,0,0,2033,3878,0,0,101616,47747,0,0
2021-02-12,6,16,0,4,0,0,232,0,0,0,850,3210,0,0,102466,50957,0,0
2021-02-13,5,16,0,3,0,0,235,0,0,0,129,1611,0,0,102595,52568,0,0
2021-02-14,5,15,0,3,0,0,234,0,0,0,92,1391,0,0,102687,53959,0,0
2021-02-15,6,15,0,3,0,0,248,0,0,0,341,1764,0,0,103028,55723,0,0
2021-02-16,5,17,0,3,0,0,246,0,0,0,781,2568,0,0,103809,58291,0,0
2021-02-17,6,16,0,2,0,0,242,0,0,0,2011,2008,0,0,105820,60299,0,0
2021-02-18,6,14,0,2,0,0,230,0,0,0,2669,3017,0,0,108489,63316,0,0
2021-02-19,6,14,1,1,0,0,220,0,0,0,3254,2498,0,0,111743,65814,0,0
2021-02-20,5,15,1,1,0,0,207,0,0,0,1858,2599,0,0,113601,68413,0,0
2021-02-21,4,15,1,1,0,0,221,0,0,0,1012,2975,0,0,114613,71388,0,0
2021-02-22,3,16,1,1,0,0,223,0,0,0,2736,4444,0,0,117349,75832,0,0
2021-02-23,2,15,1,1,0,0,206,0,0,0,2522,3777,0,0,119871,79609,0,0
2021-02-24,2,14,1,1,0,0,201,0,0,0,6067,3357,0,0,125938,82966,0,0
2021-02-25,2,13,1,1,0,0,202,0,0,0,9838,2499,0,0,135776,85465,0,0
2021-02-26,1,12,1,1,0,0,205,0,0,0,9484,2581,0,0,145260,88046,0,0
2021-02-27,1,11,1,1,0,0,197,0,0,0,7058,2343,0,0,152318,90389,0,0
2021-02-28,1,10,1,1,0,0,204,0,0,0,7467,556,0,0,159785,90945,0,0
2021-03-01,0,10,1,1,0,0,200,0,0,0,9313,624,0,0,169098,91569,0,0
2021-03-02,0,10,1,1,0,0,202,0,0,0,9980,832,0,0,179078,92401,0,0
2021-03-03,0,13,1,0,0,0,194,0,0,0,10638,1081,0,0,189716,93482,0,0
2021-03-04,0,11,1,0,0,0,203,0,0,0,9503,833,0,0,199219,94315,0,0
2021-03-05,0,11,1,0,0,0,205,0,0,0,9281,534,0,0,208500,94849,0,0
2021-03-06,0,13,1,0,0,0,196,0,0,0,8517,185,0,0,217017,95034,0,0
2021-03-07,0,15,1,0,0,0,205,0,0,0,5838,168,0,0,222855,95202,0,0
2021-03-08,0,16,1,0,0,0,210,0,0,0,7865,291,0,0,230720,95493,0,0
2021-03-09,0,19,0,0,0,0,196,0,0,0,8041,386,0,0,238761,95879,0,0
2021-03-10,0,19,0,0,0,0,201,0,0,0,10248,630,0,0,249009,96509,0,0
2021-03-11,1,18,0,0,0,0,203,0,0,0,12632,477,0,0,261641,96986,0,0
2021-03-12,1,18,0,0,0,0,202,0,0,0,13499,501,0,0,275140,97487,0,0
2021-03-13,3,19,0,0,0,0,194,0,0,0,10942,193,0,0,286082,97680,0,0
2021-03-14,5,17,0,0,0,0,200,0,0,0,9299,99,0,0,295381,97779,0,0
2021-03-15,5,21,0,0,0,0,195,0,0,0,18716,549,0,0,314097,98328,0,0
2021-03-16,7,22,0,0,0,0,194,0,0,0,19598,790,0,0,333695,99118,0,0
2021-03-17,6,22,0,0,0,0,199,0,0,0,22448,896,0,0,356143,100014,0,0
2021-03-18,5,23,0,0,0,0,200,0,0,0,22334,1128,0,0,378477,101142,0,0
2021-03-19,5,23,0,0,0,0,202,0,0,0,21572,356,0,0,400049,101498,0,0
2021-03-20,6,21,0,0,0,0,205,0,0,0,11155,134,0,0,411204,101632,0,0
2021-03-21,7,18,0,0,0,0,212,0,0,0,7093,117,0,0,418297,101749,0,0
2021-03-22,6,21,0,0,0,0,214,0,0,0,15304,395,0,0,433601,102144,0,0
2021-03-23,6,21,0,0,0,0,213,0,0,0,15446,745,0,0,449047,102889,0,0
2021-03-24,7,23,0,0,0,0,208,0,0,0,19141,825,0,0,468188,103714,0,0
2021-03-25,6,22,0,0,0,0,199,0,0,0,27532,842,0,0,495720,104556,0,0
2021-03-26,5,20,0,0,0,0,192,0,0,0,22644,761,0,0,518364,105317,0,0
2021-03-27,4,20,0,0,0,0,191,0,0,0,14102,1068,0,0,532466,106385,0,0
2021-03-28,5,21,0,0,0,0,200,0,0,0,10307,1144,0,0,542773,107529,0,0
2021-03-29,4,21,0,0,0,0,216,0,0,0,14646,2076,0,0,557419,109605,0,0
2021-03-30,3,18,0,0,0,0,211,0,0,0,18248,2209,0,0,575667,111814,0,0
2021-03-31,5,19,0,0,0,0,203,0,0,0,20478,2888,0,0,596145,114702,0,0
2021-04-01,7,20,0,0,0,0,201,0,0,0,24044,3985,0,0,620189,118687,0,0
2021-04-02,7,21,0,1,0,0,198,0,0,0,15213,1564,0,0,635402,120251,0,0
2021-04-03,9,21,0,1,0,0,197,0,0,0,12692,3312,0,0,648094,123563,0,0
2021-04-04,11,21,0,2,0,0,200,0,0,0,9429,4023,0,0,657523,127586,0,0
2021-04-05,13,24,0,2,0,0,207,0,0,0,11856,7317,0,0,669379,134903,0,0
2021-04-06,12,24,0,2,0,0,210,0,0,0,16601,10398,0,0,685980,145301,0,0
2021-04-07,11,24,1,2,0,0,216,0,0,0,20851,10433,0,0,706831,155734,0,0
2021-04-08,12,24,1,1,0,0,224,0,0,0,25254,10594,0,0,732085,166328,0,0
2021-04-09,17,27,1,2,0,0,232,0,0,0,27671,9932,0,0,759756,176260,0,0
2021-04-10,22,25,1,2,0,0,244,0,0,0,17170,7831,0,0,776926,184091,0,0
2021-04-11,21,31,1,2,0,0,250,0,0,0,11536,6648,0,0,788462,190739,0,0
2021-04-12,22,29,0,3,0,0,263,0,0,0,33216,8143,0,0,821678,198882,0,0
2021-04-13,20,30,0,5,0,0,275,0,0,0,25013,7709,0,0,846691,206591,0,0
2021-04-14,20,33,0,5,0,0,273,0,0,0,31762,9054,0,0,878453,215645,0,0
2021-04-15,21,34,1,5,0,0,273,0,0,0,31686,8343,0,0,910139,223988,0,0
2021-04-16,27,31,1,7,0,0,289,0,0,0,31807,9084,0,0,941946,233072,0,0
2021-04-17,29,31,1,7,0,0,284,0,0,0,18454,7457,0,0,960400,240529,0,0
2021-04-18,34,34,1,8,0,0,286,0,0,0,12720,5651,0,0,973120,246180,0,0
2021-04-19,39,36,1,8,0,0,302,0,0,0,26963,6187,0,0,1000083,252367,0,0
2021-04-20,41,36,2,8,0,0,309,0,0,0,35026,5588,0,0,1035109,257955,0,0
2021-04-21,38,35,1,7,0,0,331,0,0,0,37987,8411,0,0,1073096,266366,0,0
2021-04-22,39,40,1,8,0,0,343,0,0,0,40419,8319,0,0,1113515,274685,0,0
2021-04-23,48,43,1,9,0,0,361,0,0,0,37378,7086,0,0,1150893,281771,0,0
2021-04-24,52,46,1,9,0,0,355,0,0,0,26480,4367,0,0,1177373,286138,0,0
2021-04-25,50,50,3,8,0,0,376,0,0,0,17876,2722,0,0,1195249,288860,0,0
2021-04-26,52,48,3,9,0,0,387,0,0,0,26817,4883,0,0,1222066,293743,0,0
2021-04-27,56,50,5,9,0,0,389,0,0,0,25415,4965,0,0,1247481,298708,0,0
2021-04-28,50,46,5,9,0,0,375,0,0,0,28051,5347,0,0,1275532,304055,0,0
2021-04-29,50,57,5,8,0,0,383,0,0,0,33117,4196,0,0,1308649,308251,0,0
2021-04-30,46,55,5,7,0,0,385,0,0,0,32262,3390,0,0,1340911,311641,0,0
2021-05-01,51,57,6,5,0,0,383,0,0,0,24326,1855,0,0,1365237,313496,0,0
2021-05-02,55,52,7,4,0,0,390,0,0,0,18039,1103,0,0,1383276,314599,0,0
2021-05-03,52,54,8,4,0,0,415,0,0,0,25683,2366,0,0,1408959,316965,0,0
2021-05-04,48,49,9,4,0,0,414,0,0,0,24466,2635,0,0,1433425,319600,0,0
2021-05-05,51,57,10,5,0,0,398,0,0,0,36376,3385,0,0,1469801,322985,0,0
2021-05-06,50,54,12,4,0,0,390,0,0,0,58133,4065,0,0,1527934,327050,0,0
2021-05-07,54,53,11,5,0,0,394,0,0,0,52756,3162,0,0,1580690,330212,0,0
2021-05-08,56,53,10,5,0,0,389,0,0,0,42450,1961,0,0,1623140,332173,0,0
2021-05-09,57,54,10,5,0,0,411,0,0,0,24624,1152,0,0,1647764,333325,0,0
2021-05-10,51,61,10,6,0,0,419,0,0,0,31208,1188,0,0,1678972,334513,0,0
2021-05-11,52,64,8,4,0,0,437,0,0,0,29816,1831,0,0,1708788,336344,0,0
2021-05-12,49,64,7,4,0,0,425,1,0,0,45507,2181,0,0,1754295,338525,0,0
2021-05-13,54,59,7,4,0,0,418,1,0,0,65512,3028,0,0,1819807,341553,0,0
2021-05-14,54,54,8,5,0,0,394,2,0,0,56930,2243,0,0,1876737,343796,0,0
2021-05-15,52,53,8,5,0,0,365,2,0,0,46044,1639,0,0,1922781,345435,0,0
2021-05-16,54,53,11,5,0,0,373,1,0,0,27094,893,0,0,1949875,346328,0,0
2021-05-17,53,53,11,5,0,0,387,1,0,0,24482,1378,0,0,1974357,347706,0,0
2021-05-18,55,55,13,5,0,0,373,1,0,0,29532,2618,0,0,2003889,350324,0,0
2021-05-19,64,55,12,6,0,0,361,1,0,0,44404,4451,0,0,2048293,354775,0,0
2021-05-20,61,46,11,7,0,0,348,1,0,0,76277,5754,0,0,2124570,360529,0,0
2021-05-21,57,42,11,8,0,0,340,0,0,0,54024,5164,0,0,2178594,365693,0,0
2021-05-22,54,38,12,8,0,0,317,0,0,0,41728,4890,0,0,2220322,370583,0,0
2021-05-23,52,41,11,7,0,0,306,0,0,0,22863,1892,0,0,2243185,372475,0,0
2021-05-24,52,41,14,7,0,0,298,0,0,0,17073,1207,0,0,2260258,373682,0,0
2021-05-25,54,41,16,7,0,0,274,0,0,0,23588,3883,0,0,2283846,377565,0,0
2021-05-26,52,47,13,6,0,0,269,0,0,0,34345,6745,0,0,2318191,384310,0,0
2021-05-27,50,43,12,6,0,0,258,0,0,0,45554,9438,0,0,2363745,393748,0,0
2021-05-28,39,41,9,6,0,0,246,1,0,0,40594,9388,0,0,2404339,403136,0,0
2021-05-29,38,34,10,6,0,0,223,1,0,0,32211,7668,0,0,2436550,410804,0,0
2021-05-30,39,32,11,5,0,0,224,1,0,0,18805,2941,0,0,2455355,413745,0,0
